KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
HF,45120.0,13.148071484884735,519.7235,519.7315,42656,66856,Pipistrellus nathusii,0.311,0.524,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,7.547702395902861,1478.8355,1478.8416,43515,60137,Myotis daubentonii,0.207,0.535,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.259718047880787,1242.2505,1242.2565,44375,59130,Pipistrellus pipistrellus,0.389,0.609,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,22.173226094742404,1189.8095,1189.8165,34062,78756,Myotis daubentonii,0.495,0.547,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,13.759333384533281,1397.0755,1397.0813,40937,61605,Myotis daubentonii,0.363,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,10.545784783735122,430.0105,430.0182,43515,61625,Pipistrellus nathusii,0.164,0.516,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.145006543670695,250.5825,250.5928,42656,65293,Pipistrellus pipistrellus,0.364,0.624,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,16.259063982371295,641.1455,641.1516,40078,57815,Pipistrellus nathusii,0.307,0.53,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.760145473657842,579.9555,579.962,43515,59781,Pipistrellus pipistrellus,0.262,0.612,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,22.186828459594317,1745.6875,1745.6948,42656,61106,Pipistrellus pipistrellus,0.164,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,49920.0,4.292774363723816,1514.1245,1514.1299,48671,62021,Pipistrellus pipistrellus,0.496,0.554,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,18.54955424003952,1539.4275,1539.4344,42656,64408,Pipistrellus pipistrellus,0.254,0.533,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,12.349999636455319,158.4555,158.4613,43515,61880,Myotis daubentonii,0.214,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,34.375863844299275,760.0065,760.0133,38359,68369,Pipistrellus nathusii,0.486,0.582,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,22.524833660606596,65.6525,65.6582,43515,71449,Pipistrellus pipistrellus,0.545,0.575,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,8.115733217667973,1694.0125,1694.019,44375,57911,Pipistrellus pipistrellus,0.304,0.558,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,21.366887814617424,461.3875,461.394,40078,65925,Pipistrellus nathusii,0.262,0.509,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,9.933610667478707,1723.8415,1723.8486,45234,62608,Pipistrellus pipistrellus,0.275,0.595,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.300829614199378,277.2545,277.2615,44375,58632,Pipistrellus pipistrellus,0.487,0.587,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,12.429388024247617,971.1205,971.1259,42656,60946,Pipistrellus nathusii,0.355,0.537,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,8.69807295678163,216.5315,216.5373,43515,61812,Pipistrellus pipistrellus,0.227,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,23.260354084041467,1282.6065,1282.6134,41796,69987,Pipistrellus nathusii,0.183,0.517,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,25.30013829947526,844.3015,844.3071,44375,71702,Pipistrellus pipistrellus,0.476,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,10.015385803172002,5.7835,5.79,41796,58068,Pipistrellus nathusii,0.432,0.536,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,28.853717174287144,1028.7475,1028.7543,36640,83749,Myotis daubentonii,0.498,0.527,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,11.614853997761564,675.1365,675.1423,39218,58617,Pipistrellus nathusii,0.269,0.544,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,13.80568814165613,1298.2505,1298.256,42656,65566,Myotis daubentonii,0.327,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,19.29926145190413,489.1995,489.2067,39218,62942,Pipistrellus nathusii,0.462,0.565,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,14.763306258276927,733.2465,733.2522,40078,59545,Pipistrellus nathusii,0.323,0.552,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,7.081243113134556,1571.1235,1571.1294,40937,60793,Pipistrellus nathusii,0.438,0.543,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,13.941864202692035,1630.4625,1630.4671,49531,72712,Pipistrellus pipistrellus,0.432,0.528,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,55680.0,20.406409116585074,908.1175,908.1222,44375,85361,Myotis alcathoe,0.399,0.549,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.876033951689566,1361.6335,1361.6397,38359,68712,Myotis daubentonii,0.465,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,21.934969044162727,334.8615,334.8691,40937,78333,Pipistrellus pipistrellus,0.233,0.551,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,6.897485212910267,610.4275,610.435,40078,51549,Pipistrellus nathusii,0.432,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,31.726247192832364,1329.2145,1329.2219,37500,87694,Myotis daubentonii,0.455,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,10.134799293916888,701.6535,701.66,41796,51026,Pipistrellus nathusii,0.564,0.615,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.846259900308283,39.8805,39.8897,43515,64432,Pipistrellus pipistrellus,0.402,0.657,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.585729013685828,1777.4365,1777.443,43515,63177,Pipistrellus pipistrellus,0.164,0.505,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,29.366888892478215,1450.9175,1450.9244,37500,81706,Myotis daubentonii,0.419,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.275191662864906,415.0375,415.0435,40078,59887,Pipistrellus nathusii,0.188,0.509,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,28.090938410776694,1061.3665,1061.374,36640,92517,Myotis daubentonii,0.6,0.628,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,7.405852964842095,1421.4565,1421.4619,40937,53849,Myotis daubentonii,0.251,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,1.218612055143333,305.7615,305.7684,40937,49617,Pipistrellus nathusii,0.482,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.65446987996901,1149.8985,1149.9053,40078,64570,Pipistrellus nathusii,0.413,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,19.963483238701173,789.5395,789.5458,36640,72413,Myotis daubentonii,0.524,0.557,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,48000.0,6.029420745431925,892.2355,892.2405,46093,59778,Pipistrellus pipistrellus,0.353,0.505,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,10.401551387375754,1213.1775,1213.1831,40937,59252,Myotis daubentonii,0.356,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,10.107438804185334,999.6425,999.6481,36640,65472,Myotis daubentonii,0.463,0.512,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,9.898932227372848,191.1735,191.1809,43515,68034,Pipistrellus pipistrellus,0.204,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,31.378532348441137,139.1595,139.1675,42656,75774,Pipistrellus pipistrellus,0.354,0.509,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,15.229465366393667,1128.2055,1128.2109,41796,53338,Pipistrellus nathusii,0.552,0.621,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,15.0052799435541,94.2375,94.244,41796,78858,Pipistrellus pipistrellus,0.289,0.61,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,28.861115823045292,1660.9225,1660.9299,38359,93754,Myotis daubentonii,0.53,0.577,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,28.291471174082528,1746.9935,1747.0005,38359,87203,Myotis daubentonii,0.446,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,7.921773595334555,1514.2125,1514.2199,44375,58423,Pipistrellus pipistrellus,0.301,0.587,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,15.807263462908928,334.9415,334.9481,43515,70536,Pipistrellus pipistrellus,0.446,0.524,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,49920.0,15.641998953091054,1695.4795,1695.4871,46093,70059,Pipistrellus pipistrellus,0.224,0.574,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,48960.0,5.608611545029366,305.8125,305.8204,45234,59546,Pipistrellus pipistrellus,0.368,0.54,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,17.880033195480593,489.2715,489.2773,40078,63182,Pipistrellus nathusii,0.299,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.018656076927794,1630.5115,1630.518,44375,65349,Pipistrellus pipistrellus,0.28,0.551,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,5.6047893874288714,908.7345,908.7401,43515,56424,Pipistrellus nathusii,0.361,0.58,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,0.23979639610257206,999.7795,999.7871,46093,69249,Pipistrellus nathusii,0.256,0.511,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,15.936480305474642,971.1615,971.1673,40078,64000,Myotis daubentonii,0.23,0.509,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,28.351690326173017,1661.1595,1661.1673,38359,88784,Myotis daubentonii,0.504,0.532,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,9.773498303459698,1723.9275,1723.9346,44375,59267,Pipistrellus nathusii,0.332,0.6,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,12.741491230038505,733.3285,733.336,40937,60735,Pipistrellus nathusii,0.313,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.65787011713999,461.6505,461.6567,39218,60331,Pipistrellus nathusii,0.28,0.53,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,40320.0,11.64670374704297,191.2065,191.2126,40078,54598,Pipistrellus nathusii,0.432,0.541,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,24.150028703875922,1283.5815,1283.5888,39218,67784,Pipistrellus nathusii,0.234,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,13.319862719219982,1213.5425,1213.5488,39218,62950,Myotis daubentonii,0.287,0.527,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,7.638183729796766,701.9865,701.9939,41796,54013,Pipistrellus nathusii,0.476,0.583,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,27.691271473449177,844.3965,844.403,43515,74992,Pipistrellus pipistrellus,0.551,0.593,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,19.14534151142098,158.6035,158.6107,42656,65570,Pipistrellus pipistrellus,0.274,0.549,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,37.505831856110404,760.2665,760.2737,39218,70787,Pipistrellus nathusii,0.493,0.564,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,17.324517796123466,94.2665,94.2743,42656,65900,Pipistrellus pipistrellus,0.285,0.529,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,7.345294552559086,5.8885,5.8958,41796,48186,Pipistrellus nathusii,0.434,0.514,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,26.6905028456685,1329.2845,1329.2921,36640,91433,Myotis daubentonii,0.502,0.561,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,21.754494020084852,1539.5115,1539.5183,43515,70301,Pipistrellus pipistrellus,0.513,0.611,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.228977711670076,819.2855,819.2935,44375,68401,Pipistrellus nathusii,0.231,0.615,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,27.68449019615626,65.7265,65.7336,42656,80988,Pipistrellus pipistrellus,0.559,0.589,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,12.966942309144848,1129.0185,1129.0252,40937,60782,Pipistrellus nathusii,0.248,0.52,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,18.130681914890555,1298.5785,1298.5852,40078,69207,Myotis daubentonii,0.237,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,4.904755999595711,610.7455,610.7519,41796,54646,Pipistrellus nathusii,0.544,0.578,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,14.24356441616688,415.4545,415.4601,40937,60048,Pipistrellus nathusii,0.245,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,8.884481640461983,277.3425,277.3518,43515,60634,Pipistrellus pipistrellus,0.332,0.553,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,8.999587682905915,1189.9695,1189.974,50390,66643,Pipistrellus pipistrellus,0.429,0.513,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,10.704144489827803,580.0255,580.0337,40078,53297,Pipistrellus nathusii,0.432,0.59,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,7.748501595944229,1479.0265,1479.0324,44375,57027,Pipistrellus pipistrellus,0.351,0.545,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,17.87816254958117,250.6815,250.6896,41796,61956,Pipistrellus nathusii,0.18,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,9.441616827879853,216.5665,216.5725,40937,55849,Pipistrellus nathusii,0.384,0.53,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,48960.0,8.54893132293677,892.7095,892.7143,47812,58024,Pipistrellus pipistrellus,0.432,0.521,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,19.914428683972808,1061.3925,1061.3992,31484,91884,Myotis daubentonii,0.535,0.567,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,4.256382338623556,368.2305,368.2377,41796,51005,Pipistrellus nathusii,0.506,0.587,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,16.620748927058603,1397.3845,1397.392,38359,85569,Myotis daubentonii,0.394,0.5,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,11.333760172516474,1242.6045,1242.6121,41796,58423,Pipistrellus nathusii,0.273,0.515,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,6.535804179907714,430.1435,430.1509,44375,55961,Pipistrellus pipistrellus,0.352,0.605,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,9.470595208260544,675.3185,675.3252,40078,57353,Pipistrellus nathusii,0.331,0.568,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,7.970176229888965,519.8105,519.8179,41796,64234,Pipistrellus nathusii,0.24,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.996815752348478,1778.0525,1778.0592,43515,57908,Pipistrellus pipistrellus,0.239,0.501,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,18.597596332079437,641.5985,641.6055,39218,65996,Pipistrellus nathusii,0.276,0.536,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,33.933526353671844,139.2285,139.2366,41796,75956,Pipistrellus pipistrellus,0.403,0.509,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,25.065483597566264,943.1845,943.192,38359,85559,Myotis daubentonii,0.481,0.519,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,8.30056009773622,1571.2395,1571.2451,46953,67123,Pipistrellus pipistrellus,0.214,0.508,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,21.612805148187512,1149.9725,1149.9783,42656,63941,Pipistrellus nathusii,0.348,0.552,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,21.065739100030882,1028.8135,1028.8202,36640,85022,Myotis daubentonii,0.559,0.574,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,12.94807261537873,1599.3625,1599.3699,43515,61554,Pipistrellus pipistrellus,0.171,0.514,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,20.283808483884897,550.8955,550.9028,39218,58436,Pipistrellus nathusii,0.309,0.543,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,8.598957711836903,1451.3405,1451.3474,44375,58056,Pipistrellus pipistrellus,0.32,0.537,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,9.03466454947733,789.5875,789.593,39218,62596,Myotis daubentonii,0.445,0.505,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,17.706742972594114,1422.0745,1422.0811,44375,67194,Pipistrellus pipistrellus,0.251,0.505,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,3.180407126380738,40.0405,40.047399999999996,40937,49123,Pipistrellus nathusii,0.453,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,22.024154658148927,1362.0415,1362.0493,42656,80075,Pipistrellus pipistrellus,0.381,0.534,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,12.273274572876002,1092.9845,1092.9902,41796,53459,Pipistrellus nathusii,0.212,0.51,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,38.47825736965936,65.8365,65.84309999999999,42656,70857,Pipistrellus pipistrellus,0.605,0.676,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,53760.0,13.896563433155194,1129.0785,1129.084,48671,70765,Pipistrellus pipistrellus,0.284,0.516,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,7.810950228827247,1397.4455,1397.4511,43515,61372,Pipistrellus pipistrellus,0.224,0.532,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.877247666787871,159.3265,159.3327,43515,51764,Pipistrellus nathusii,0.266,0.571,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,13.00930700713733,1242.6775,1242.6831,41796,60348,Pipistrellus nathusii,0.433,0.568,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,31.089608963966583,1362.3085,1362.314,43515,68615,Pipistrellus pipistrellus,0.405,0.552,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,13.500017713407232,971.3295,971.3356,40937,64190,Pipistrellus nathusii,0.252,0.523,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,15.46404862457228,1599.6145,1599.6219,43515,67143,Pipistrellus pipistrellus,0.313,0.618,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,15.068425209175068,760.4105,760.4176,40937,67901,Pipistrellus nathusii,0.308,0.512,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,14.338982451839478,702.7675,702.7727,41796,59233,Pipistrellus nathusii,0.298,0.531,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,47040.0,11.936905454205903,580.1145,580.1213,43515,67910,Pipistrellus nathusii,0.284,0.531,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,55680.0,14.770854515944398,1539.6545,1539.6602,45234,63248,Pipistrellus pipistrellus,0.488,0.645,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,18.656801177024942,1451.3665,1451.3725,39218,67773,Myotis daubentonii,0.487,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,52800.0,5.634111044878209,908.9555,908.9598,53828,66115,Pipistrellus pygmaeus,0.628,0.646,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,29.12688407732745,1028.8645,1028.8718,36640,92669,Myotis daubentonii,0.55,0.568,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,51840.0,12.809442784894836,1630.5415,1630.5457,48671,70940,Pipistrellus pipistrellus,0.573,0.614,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,22.986004980592078,999.8465,999.8529,36640,73144,Myotis daubentonii,0.44,0.504,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,16.377416045113137,1571.8315,1571.838,41796,67077,Pipistrellus nathusii,0.314,0.554,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,12.220494663343853,461.7455,461.7524,40937,50675,Pipistrellus nathusii,0.402,0.554,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,6.574257115776632,675.3925,675.3985,40078,54842,Pipistrellus nathusii,0.362,0.579,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,4.622401164191401,1695.9565,1695.9622,45234,58736,Pipistrellus pipistrellus,0.368,0.536,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,21.5853058660283,40.0815,40.0892,42656,69278,Pipistrellus nathusii,0.373,0.527,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,7.467857693694401,1778.1405,1778.1478,43515,54340,Pipistrellus pipistrellus,0.261,0.586,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,48960.0,11.534189630239737,892.8755,892.8839,40078,62084,Pipistrellus nathusii,0.322,0.587,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,43200.0,9.381663394158021,216.7565,216.7621,40937,49857,Pipistrellus nathusii,0.554,0.581,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,48000.0,4.608001850284694,1724.3605,1724.3669,45234,62372,Pipistrellus pipistrellus,0.343,0.522,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,28.037482027913903,1329.3355,1329.3434,36640,91446,Myotis daubentonii,0.503,0.56,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,21.361428718162475,1422.1545,1422.1616,41796,78951,Pipistrellus pipistrellus,0.238,0.534,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,8.438423589050954,1093.1165,1093.1222,42656,55356,Pipistrellus nathusii,0.328,0.518,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,8.415414286205873,191.2405,191.2469,44375,69171,Pipistrellus pipistrellus,0.303,0.574,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,54720.0,11.16916188337855,1190.0685,1190.0724,48671,65467,Pipistrellus pipistrellus,0.55,0.604,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,22.414453919836568,1661.5925,1661.5994,40078,79751,Myotis daubentonii,0.518,0.542,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,21.109183272765947,250.8065,250.8144,42656,64571,Pipistrellus pipistrellus,0.402,0.577,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,8.983907212273746,733.4075,733.4141,40078,55905,Pipistrellus nathusii,0.266,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,42240.0,8.906566381330206,610.8285,610.8346,40937,55052,Pipistrellus nathusii,0.526,0.559,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,3.1446699229672506,1298.7745,1298.7809,42656,68028,Pipistrellus nathusii,0.24,0.514,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,40320.0,4.447667345913175,641.8575,641.8646,40078,51969,Pipistrellus nathusii,0.399,0.502,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,6.85135923115109,1150.0985,1150.1037,44375,60428,Pipistrellus pipistrellus,0.505,0.564,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,46080.0,8.990442526512199,1479.8805,1479.8856,44375,62822,Pipistrellus pipistrellus,0.49,0.57,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.230799302040994,306.1795,306.1859,43515,58262,Pipistrellus pipistrellus,0.249,0.581,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,44160.0,6.5637088515087925,334.9855,334.9926,41796,61703,Pipistrellus nathusii,0.167,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
HF,45120.0,11.754045497408727,1747.8895,1747.8957,42656,67823,Myotis daubentonii,0.401,0.503,-1,Echolocation,192000,/app/recordings_2023/20230620_080000_copy.WAV
